link,Owner,Extension,Level,DateCreated,DateAccessed,DateWritten,TotalByteSize,DirectByteSize,DirectFileCount,CharacterLength,pathString,parentName,ID,parentID,TotalFileCount,bg_clr,ico,ext,fileType,bgclr,i.ico,i.fileType,Name,Type,DateWrittenIndexDate,DateCreatedIndexDate,DateAccessedIndexDate,filter
"<a href=""file:C:/ML-For-Beginners-main/3-Web-App/translations/README.ko.md"">NA README.ko</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1470,,,59,C:\ML-For-Beginners-main\3-Web-App\translations\README.ko,C:\ML-For-Beginners-main\3-Web-App\translations,513,61,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/3-Web-App/translations/README.pt-br.md"">NA README.pt-br</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1565,,,62,C:\ML-For-Beginners-main\3-Web-App\translations\README.pt-br,C:\ML-For-Beginners-main\3-Web-App\translations,514,61,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.pt-br,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/3-Web-App/translations/README.pt.md"">NA README.pt</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1509,,,59,C:\ML-For-Beginners-main\3-Web-App\translations\README.pt,C:\ML-For-Beginners-main\3-Web-App\translations,515,61,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.pt,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/3-Web-App/translations/README.ru.md"">NA README.ru</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2256,,,59,C:\ML-For-Beginners-main\3-Web-App\translations\README.ru,C:\ML-For-Beginners-main\3-Web-App\translations,516,61,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ru,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/3-Web-App/translations/README.zh-cn.md"">NA README.zh-cn</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1430,,,62,C:\ML-For-Beginners-main\3-Web-App\translations\README.zh-cn,C:\ML-For-Beginners-main\3-Web-App\translations,517,61,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.zh-cn,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/3-Web-App/translations/README.zh-tw.md"">NA README.zh-tw</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1452,,,62,C:\ML-For-Beginners-main\3-Web-App\translations\README.zh-tw,C:\ML-For-Beginners-main\3-Web-App\translations,518,61,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.zh-tw,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/README.md"">NA README</a>",ECNCR/Kedidaz,md,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1552,,,50,C:\ML-For-Beginners-main\4-Classification\README,C:\ML-For-Beginners-main\4-Classification,519,62,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/assignment.md"">NA assignment</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1842,,,69,C:\ML-For-Beginners-main\4-Classification\1-Introduction\assignment,C:\ML-For-Beginners-main\4-Classification\1-Introduction,520,63,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/notebook.ipynb"">NA notebook</a>",ECNCR/Kedidaz,ipynb,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,477,,,70,C:\ML-For-Beginners-main\4-Classification\1-Introduction\notebook,C:\ML-For-Beginners-main\4-Classification\1-Introduction,521,63,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,notebook,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/README.md"">NA README</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,13589,,,65,C:\ML-For-Beginners-main\4-Classification\1-Introduction\README,C:\ML-For-Beginners-main\4-Classification\1-Introduction,522,63,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/binary-multiclass.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> binary-multiclass</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,246229,,,84,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\binary-multiclass,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,523,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,binary-multiclass,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/chinese.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> chinese</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,8218,,,74,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\chinese,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,524,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,chinese,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/cuisine-dist.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> cuisine-dist</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,4869,,,79,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\cuisine-dist,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,525,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,cuisine-dist,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/dplyr_filter.jpg""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> dplyr_filter</a>",ECNCR/Kedidaz,jpg,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,638842,,,79,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\dplyr_filter,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,526,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",jpg,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,dplyr_filter,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/indian.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> indian</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,8174,,,73,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\indian,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,527,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,indian,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/japanese.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> japanese</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,7755,,,75,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\japanese,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,528,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,japanese,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/korean.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> korean</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,9108,,,73,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\korean,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,529,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,korean,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/pinch.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> pinch</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,402524,,,72,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\pinch,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,530,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,pinch,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/recipes.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> recipes</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,6600506,,,74,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\recipes,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,531,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,recipes,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/r_learners_sm.jpeg""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> r_learners_sm</a>",ECNCR/Kedidaz,jpeg,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,40334,,,81,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\r_learners_sm,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,532,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",jpeg,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,r_learners_sm,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/images/thai.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> thai</a>",ECNCR/Kedidaz,png,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,7844,,,71,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images\thai,C:\ML-For-Beginners-main\4-Classification\1-Introduction\images,533,64,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,thai,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/solution/notebook.ipynb"">NA notebook</a>",ECNCR/Kedidaz,ipynb,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,283773,,,79,C:\ML-For-Beginners-main\4-Classification\1-Introduction\solution\notebook,C:\ML-For-Beginners-main\4-Classification\1-Introduction\solution,534,65,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,notebook,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/solution/Julia/README.md"">NA README</a>",ECNCR/Kedidaz,md,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,31,,,80,C:\ML-For-Beginners-main\4-Classification\1-Introduction\solution\Julia\README,C:\ML-For-Beginners-main\4-Classification\1-Introduction\solution\Julia,535,66,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/solution/R/lesson_10-R.ipynb"">NA lesson_10-R</a>",ECNCR/Kedidaz,ipynb,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,29104,,,84,C:\ML-For-Beginners-main\4-Classification\1-Introduction\solution\R\lesson_10-R,C:\ML-For-Beginners-main\4-Classification\1-Introduction\solution\R,536,67,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,lesson_10-R,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/solution/R/lesson_10.Rmd"">NA lesson_10</a>",ECNCR/Kedidaz,Rmd,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,18380,,,80,C:\ML-For-Beginners-main\4-Classification\1-Introduction\solution\R\lesson_10,C:\ML-For-Beginners-main\4-Classification\1-Introduction\solution\R,537,67,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",rmd,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,lesson_10,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/translations/assignment.es.md"">NA assignment.es</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1915,,,85,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations\assignment.es,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations,538,68,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.es,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/translations/assignment.it.md"">NA assignment.it</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1613,,,85,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations\assignment.it,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations,539,68,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/translations/assignment.ko.md"">NA assignment.ko</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1625,,,85,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations\assignment.ko,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations,540,68,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/translations/assignment.pt-br.md"">NA assignment.pt-br</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1938,,,88,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations\assignment.pt-br,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations,541,68,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.pt-br,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/translations/assignment.tr.md"">NA assignment.tr</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1993,,,85,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations\assignment.tr,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations,542,68,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.tr,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/translations/assignment.zh-cn.md"">NA assignment.zh-cn</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,931,,,88,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations\assignment.zh-cn,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations,543,68,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.zh-cn,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/translations/README.es.md"">NA README.es</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,14775,,,81,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations\README.es,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations,544,68,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.es,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/4-Classification/1-Introduction/translations/README.it.md"">NA README.it</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,14320,,,81,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations\README.it,C:\ML-For-Beginners-main\4-Classification\1-Introduction\translations,545,68,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
